product_id,name,brand,category,category_id,price_current,price_ratio,image_url,url
208224606,ASOS DESIGN penny loafers in tan leather,ASOS DESIGN,Men's Shoes,4209,69.99,,https://images.asos-media.com/products/asos-design-penny-loafers-in-tan-leather/208224606-1-tan,https://www.asos.comasos-design/asos-design-penny-loafers-in-tan-leather/prd/208224606#colourWayId-208224611
209100021,ASOS DESIGN Curve denim funnel neck jacket in burgundy - part of a set,ASOS Curve,Women's Coats and Jackets,2641,80.0,,https://images.asos-media.com/products/asos-design-curve-denim-funnel-neck-jacket-in-burgundy-part-of-a-set/209100021-1-burgundy,https://www.asos.comasos-curve/asos-design-curve-barrel-jeans-jacket-set-in-burgundy/grp/209271419#colourWayId-209100033&productId-209100021
209485512,Topshop cinch waist polo maxi dress in gray,Topshop,Women's Dresses,8799,75.0,,https://images.asos-media.com/products/topshop-cinch-waist-polo-maxi-dress-in-gray/209485512-1-grey,https://www.asos.comtopshop/topshop-cinch-waist-polo-maxi-dress-in-gray/prd/209485512#colourWayId-209485513
209281135,Nobody's Child v-neck long sleeve midi dress in burgundy,Nobody's Child,Women's Dresses,8799,137.0,,https://images.asos-media.com/products/nobodys-child-v-neck-long-sleeve-midi-dress-in-burgundy/209281135-1-burgundy,https://www.asos.comnobodys-child/nobodys-child-v-neck-long-sleeve-midi-dress-in-burgundy/prd/209281135#colourWayId-209281151
209001678,ASOS DESIGN textured halter maxi dress in khaki,ASOS DESIGN,Women's Dresses,8799,64.99,,https://images.asos-media.com/products/asos-design-textured-halter-maxi-dress-in-khaki/209001678-1-khaki,https://www.asos.comasos-design/asos-design-textured-halter-maxi-dress-in-khaki/prd/209001678#colourWayId-209001688
209280881,Object wide leg tailored pants in gray melange - part of a set,Object,Women's Pants,2640,99.0,,https://images.asos-media.com/products/object-wide-leg-tailored-pants-in-gray-melange-part-of-a-set/209280881-1-mediumgreymelange,https://www.asos.comobject/object-wide-leg-tailored-pants-in-gray-melange-part-of-a-set/prd/209280881#colourWayId-209280885
209485586,Topshop ribbed wide leg pants in beige,Topshop,Women's Pants,2640,60.0,,https://images.asos-media.com/products/topshop-ribbed-wide-leg-pants-in-beige/209485586-1-beige,https://www.asos.comtopshop/topshop-ribbed-wide-leg-pants-in-beige/prd/209485586#colourWayId-209485591
209461784,ONLY wide leg tailored pants in black,ONLY,Women's Pants,2640,45.0,,https://images.asos-media.com/products/only-wide-leg-tailored-pants-in-black/209461784-1-black,https://www.asos.comonly/only-wide-leg-tailored-pants-in-black/prd/209461784#colourWayId-209461785
208898537,ASOS DESIGN Curve tailored cropped pants with tab waist detail in black,ASOS DESIGN,Women's Pants,2640,42.99,,https://images.asos-media.com/products/asos-design-curve-tailored-cropped-pants-with-tab-waist-detail-in-black/208898537-1-black,https://www.asos.comasos-design/asos-design-curve-tailored-cropped-pants-with-tab-waist-detail-in-black/prd/208898537#colourWayId-208898541
208492175,River Island paneled jacket in medium denim - part of a set,River Island,Women's Coats and Jackets,2641,85.0,,https://images.asos-media.com/products/river-island-paneled-jacket-in-medium-denim-part-of-a-set/208492175-1-denimmedium,https://www.asos.comriver-island/river-island-paneled-set-in-medium-denim/grp/209698232#colourWayId-208492178&productId-208492175
208694142,Miss Selfridge puff sleeve denim mini dress in indigo,Miss Selfridge,Women's Dresses,8799,74.99,,https://images.asos-media.com/products/miss-selfridge-puff-sleeve-denim-mini-dress-in-indigo/208694142-1-indigo,https://www.asos.commiss-selfridge/miss-selfridge-puff-sleeve-denim-mini-dress-in-indigo/prd/208694142#colourWayId-208694144
207729972,Calvin Klein strappy bikini bottoms in black,Calvin Klein,Women's Swimwear and Beachwear,2238,63.0,,https://images.asos-media.com/products/calvin-klein-strappy-bikini-bottoms-in-black/207729972-1-pvhblack,https://www.asos.comcalvin-klein/calvin-klein-strappy-bikini-in-black/grp/208815839#colourWayId-207730090&productId-207729972
208699646,ASOS DESIGN chunky lace up shoes in black with brogue detailing,ASOS DESIGN,Men's Shoes,4209,69.99,,https://images.asos-media.com/products/asos-design-chunky-lace-up-shoes-in-black-with-brogue-detailing/208699646-1-black,https://www.asos.comasos-design/asos-design-chunky-lace-up-shoes-in-black-with-brogue-detailing/prd/208699646#colourWayId-208699647
207314272,Iisla & Bird skinny waistband beach pants in olive green - part of a set,Iisla & Bird,Women's Swimwear and Beachwear,2238,52.0,,https://images.asos-media.com/products/iisla-bird-skinny-waistband-beach-pants-in-olive-green-part-of-a-set/207314272-1-green,https://www.asos.comiisla-bird/iisla-bird-skinny-waistband-beach-pants-in-olive-green-part-of-a-set/prd/207314272#colourWayId-207314274
208057270,Topshop longline oversized aviator teddy coat in black,Topshop,Women's Coats and Jackets,2641,189.0,,https://images.asos-media.com/products/topshop-longline-oversized-aviator-teddy-coat-in-black/208057270-1-blackblack,https://www.asos.comtopshop/topshop-longline-oversized-aviator-teddy-coat-in-black/prd/208057270#colourWayId-208057271
209413338,Motel Tova tie tailored pants in black,Motel,Women's Pants,2640,84.0,,https://images.asos-media.com/products/motel-tova-tie-tailored-pants-in-black/209413338-1-black,https://www.asos.commotel/motel-tova-tie-tailored-pants-in-black/prd/209413338#colourWayId-209413341
207949746,adidas Originals Gazelle Indoor sneakers in green and white,adidas Originals,Men's Shoes,4209,120.0,,https://images.asos-media.com/products/adidas-originals-gazelle-indoor-sneakers-in-green-and-white/207949746-1-midgreen,https://www.asos.comadidas-originals/adidas-originals-gazelle-indoor-sneakers-in-green-and-white/prd/207949746#colourWayId-207949749
209197349,Pieces Curve tailored pants in burgundy pinstripe - part of a set,Pieces Plus,Women's Pants,2640,63.0,,https://images.asos-media.com/products/pieces-curve-tailored-pants-in-burgundy-pinstripe-part-of-a-set/209197349-1-tawnyportpinstripe,https://www.asos.compieces-plus/pieces-curve-tailored-pants-in-burgundy-pinstripe-part-of-a-set/prd/209197349#colourWayId-209197353
206656950,ASOS DESIGN Kayla mix and match beach wide leg pants in khaki,ASOS DESIGN,Women's Swimwear and Beachwear,2238,39.99,,https://images.asos-media.com/products/asos-design-kayla-mix-and-match-beach-wide-leg-pants-in-khaki/206656950-1-khaki,https://www.asos.comasos-design/asos-design-kayla-mix-and-match-beach-set-in-khaki/grp/206817079#colourWayId-206656951&productId-206656950
209239030,ASOS DESIGN tie waist slinky kick flare pants in chocolate,ASOS DESIGN,Women's Pants,2640,34.99,,https://images.asos-media.com/products/asos-design-tie-waist-slinky-kick-flare-pants-in-chocolate/209239030-1-chocolate,https://www.asos.comasos-design/asos-design-tie-waist-slinky-kick-flare-pants-in-chocolate/prd/209239030#colourWayId-209239035
